ID,Tipo_Servico,Categoria,Status,Departamento,Cliente,Data_Abertura,Hora_Abertura,Tempo_Resolucao_Horas,SLA_Contratado_Horas,Dentro_SLA,Satisfacao_Cliente,Complexidade,Responsavel
7106,Atendimento ao Cliente,Baixa Prioridade,Pendente,RH,Cliente B,2025-05-22,12:55,234,96,Não,4,Alta,Tecnico_13
2514,Manutenção,Alta Prioridade,Em Andamento,Financeiro,Cliente B,2025-01-10,18:32,29,72,Sim,3,Média,Tecnico_5
9133,Suporte Técnico,Baixa Prioridade,Em Andamento,Operações,Cliente D,2025-02-02,11:47,156,24,Não,2,Baixa,Tecnico_9
4189,Solicitação de Serviço,Média Prioridade,Pendente,RH,Cliente D,2025-04-22,18:14,125,96,Não,2,Baixa,Tecnico_19
3334,Solicitação de Serviço,Baixa Prioridade,Cancelado,Comercial,Cliente B,2025-01-05,9:32,234,72,Não,3,Média,Tecnico_5
2437,Manutenção,Média Prioridade,Pendente,Comercial,Cliente A,2025-01-07,14:30,234,96,Não,4,Baixa,Tecnico_16
9104,Atendimento ao Cliente,Baixa Prioridade,Pendente,TI,Cliente E,2025-01-27,14:50,186,72,Não,4,Alta,Tecnico_11
9653,Incidente Crítico,Baixa Prioridade,Cancelado,Operações,Cliente B,2025-05-23,9:07,216,24,Não,2,Baixa,Tecnico_17
9186,Solicitação de Serviço,Média Prioridade,Em Andamento,RH,Cliente D,2025-05-26,14:29,61,24,Não,1,Alta,Tecnico_6
4028,Incidente Crítico,Baixa Prioridade,Cancelado,Comercial,Cliente E,2025-03-24,14:35,98,96,Não,3,Baixa,Tecnico_1
1490,Atendimento ao Cliente,Alta Prioridade,Em Andamento,TI,Cliente A,2025-01-05,15:38,178,48,Não,4,Alta,Tecnico_12
7986,Atendimento ao Cliente,Alta Prioridade,Em Andamento,Comercial,Cliente B,2025-01-30,11:08,191,72,Não,4,Média,Tecnico_4
6745,Incidente Crítico,Baixa Prioridade,Resolvido,TI,Cliente C,2025-01-24,16:09,17,96,Sim,4,Média,Tecnico_1
4267,Manutenção,Alta Prioridade,Pendente,TI,Cliente D,2025-01-19,10:45,46,24,Não,2,Média,Tecnico_9
2681,Atendimento ao Cliente,Alta Prioridade,Cancelado,Operações,Cliente B,2025-06-06,9:13,145,96,Não,4,Alta,Tecnico_17
2295,Atendimento ao Cliente,Baixa Prioridade,Resolvido,Financeiro,Cliente D,2025-04-18,10:36,32,96,Sim,2,Alta,Tecnico_8
6125,Suporte Técnico,Alta Prioridade,Pendente,TI,Cliente A,2025-01-19,8:07,131,72,Não,3,Alta,Tecnico_10
2313,Solicitação de Serviço,Média Prioridade,Pendente,RH,Cliente D,2025-03-05,17:37,52,96,Sim,5,Baixa,Tecnico_3
2517,Incidente Crítico,Média Prioridade,Pendente,RH,Cliente B,2024-12-23,11:55,45,48,Sim,5,Baixa,Tecnico_12
6795,Solicitação de Serviço,Alta Prioridade,Em Andamento,TI,Cliente A,2025-05-27,8:24,181,24,Não,3,Baixa,Tecnico_15
6753,Suporte Técnico,Baixa Prioridade,Resolvido,Operações,Cliente E,2025-01-23,9:54,54,48,Não,4,Baixa,Tecnico_3
8267,Atendimento ao Cliente,Média Prioridade,Em Andamento,TI,Cliente B,2025-02-28,16:36,34,96,Sim,3,Baixa,Tecnico_18
7298,Incidente Crítico,Alta Prioridade,Em Andamento,Comercial,Cliente E,2025-03-17,11:48,239,48,Não,4,Média,Tecnico_3
4329,Manutenção,Alta Prioridade,Resolvido,Operações,Cliente A,2025-02-06,13:14,174,24,Não,3,Alta,Tecnico_13
6312,Solicitação de Serviço,Média Prioridade,Em Andamento,Comercial,Cliente E,2024-12-17,10:22,9,24,Sim,2,Alta,Tecnico_12
3770,Incidente Crítico,Alta Prioridade,Em Andamento,RH,Cliente C,2025-04-02,14:30,92,48,Não,1,Alta,Tecnico_14
6118,Manutenção,Baixa Prioridade,Cancelado,Comercial,Cliente A,2025-06-02,18:56,60,24,Não,3,Média,Tecnico_15
5810,Atendimento ao Cliente,Alta Prioridade,Pendente,TI,Cliente C,2025-02-05,16:37,135,24,Não,3,Média,Tecnico_2
1139,Incidente Crítico,Alta Prioridade,Resolvido,Comercial,Cliente D,2025-03-12,13:08,83,96,Sim,4,Alta,Tecnico_6
6075,Solicitação de Serviço,Alta Prioridade,Pendente,Comercial,Cliente A,2025-05-08,10:24,216,24,Não,3,Alta,Tecnico_5
4267,Solicitação de Serviço,Baixa Prioridade,Em Andamento,TI,Cliente D,2025-02-20,10:33,110,72,Não,2,Média,Tecnico_12
3634,Solicitação de Serviço,Baixa Prioridade,Resolvido,RH,Cliente D,2025-04-14,11:03,23,24,Sim,3,Alta,Tecnico_5
1354,Manutenção,Média Prioridade,Resolvido,TI,Cliente E,2025-03-16,11:20,99,48,Não,4,Média,Tecnico_5
9233,Solicitação de Serviço,Alta Prioridade,Em Andamento,TI,Cliente A,2025-02-02,14:15,210,48,Não,4,Alta,Tecnico_9
4652,Solicitação de Serviço,Alta Prioridade,Resolvido,Comercial,Cliente E,2025-06-07,14:04,69,48,Não,3,Alta,Tecnico_20
7193,Atendimento ao Cliente,Baixa Prioridade,Em Andamento,Operações,Cliente C,2025-03-17,14:58,57,72,Sim,3,Alta,Tecnico_16
7783,Suporte Técnico,Média Prioridade,Resolvido,TI,Cliente B,2025-03-01,11:16,93,48,Não,4,Média,Tecnico_7
2169,Suporte Técnico,Alta Prioridade,Resolvido,Comercial,Cliente E,2025-05-08,16:29,78,24,Não,4,Baixa,Tecnico_3
3220,Atendimento ao Cliente,Média Prioridade,Pendente,Operações,Cliente D,2025-05-26,8:32,197,72,Não,4,Média,Tecnico_14
7785,Manutenção,Média Prioridade,Resolvido,Operações,Cliente D,2025-05-24,17:21,181,48,Não,4,Média,Tecnico_1
5211,Incidente Crítico,Alta Prioridade,Pendente,Operações,Cliente C,2024-12-15,15:27,124,96,Não,1,Baixa,Tecnico_13
3172,Solicitação de Serviço,Baixa Prioridade,Em Andamento,Financeiro,Cliente D,2025-01-12,12:16,114,96,Não,2,Média,Tecnico_11
9776,Suporte Técnico,Média Prioridade,Resolvido,Comercial,Cliente D,2025-03-19,11:00,211,24,Não,1,Baixa,Tecnico_15
2170,Suporte Técnico,Média Prioridade,Pendente,RH,Cliente C,2025-05-28,8:39,25,24,Não,2,Alta,Tecnico_7
6631,Manutenção,Média Prioridade,Em Andamento,Financeiro,Cliente A,2025-02-15,13:16,113,24,Não,1,Média,Tecnico_8
2635,Solicitação de Serviço,Média Prioridade,Pendente,Financeiro,Cliente E,2025-03-27,10:28,48,24,Não,3,Média,Tecnico_19
7808,Atendimento ao Cliente,Baixa Prioridade,Cancelado,RH,Cliente B,2025-05-20,16:56,92,72,Não,4,Baixa,Tecnico_15
7197,Suporte Técnico,Média Prioridade,Cancelado,Financeiro,Cliente A,2025-03-07,9:21,40,72,Sim,5,Média,Tecnico_11
2539,Incidente Crítico,Baixa Prioridade,Cancelado,Comercial,Cliente E,2025-03-22,18:34,209,72,Não,4,Baixa,Tecnico_19
3361,Solicitação de Serviço,Alta Prioridade,Cancelado,TI,Cliente B,2025-05-22,16:21,153,96,Não,5,Alta,Tecnico_3
9300,Solicitação de Serviço,Média Prioridade,Em Andamento,Comercial,Cliente C,2025-04-08,8:22,164,72,Não,1,Baixa,Tecnico_6
3881,Incidente Crítico,Alta Prioridade,Cancelado,Comercial,Cliente A,2025-02-02,8:38,179,48,Não,4,Baixa,Tecnico_16
6089,Suporte Técnico,Alta Prioridade,Resolvido,TI,Cliente E,2025-04-08,17:17,31,24,Não,5,Média,Tecnico_4
1205,Manutenção,Média Prioridade,Em Andamento,RH,Cliente B,2025-01-26,11:19,37,24,Não,2,Baixa,Tecnico_3
7390,Incidente Crítico,Média Prioridade,Pendente,TI,Cliente E,2025-01-27,14:50,40,48,Sim,1,Baixa,Tecnico_3
6601,Manutenção,Média Prioridade,Pendente,TI,Cliente A,2024-12-28,11:07,86,24,Não,2,Alta,Tecnico_1
4349,Solicitação de Serviço,Média Prioridade,Resolvido,RH,Cliente A,2025-03-26,8:19,89,96,Sim,2,Alta,Tecnico_2
9052,Atendimento ao Cliente,Baixa Prioridade,Em Andamento,RH,Cliente B,2025-04-15,17:45,1,24,Sim,4,Média,Tecnico_10
8628,Incidente Crítico,Média Prioridade,Cancelado,Comercial,Cliente B,2025-01-02,18:03,75,24,Não,4,Média,Tecnico_18
1054,Incidente Crítico,Baixa Prioridade,Em Andamento,Comercial,Cliente C,2025-02-02,9:50,102,72,Não,2,Baixa,Tecnico_11
2438,Incidente Crítico,Alta Prioridade,Pendente,Financeiro,Cliente D,2025-01-27,12:06,172,48,Não,4,Alta,Tecnico_6
3259,Manutenção,Média Prioridade,Em Andamento,RH,Cliente C,2025-02-23,10:24,120,96,Não,1,Baixa,Tecnico_20
8263,Incidente Crítico,Média Prioridade,Cancelado,Financeiro,Cliente E,2025-02-10,11:24,75,24,Não,1,Alta,Tecnico_15
4732,Atendimento ao Cliente,Alta Prioridade,Resolvido,Financeiro,Cliente B,2025-03-13,15:06,223,72,Não,3,Alta,Tecnico_1
3680,Solicitação de Serviço,Média Prioridade,Cancelado,Comercial,Cliente C,2025-04-06,17:22,166,48,Não,5,Média,Tecnico_19
7003,Solicitação de Serviço,Baixa Prioridade,Em Andamento,Comercial,Cliente C,2025-02-20,16:09,164,72,Não,3,Alta,Tecnico_15
6507,Manutenção,Alta Prioridade,Em Andamento,TI,Cliente A,2025-02-13,9:49,129,24,Não,1,Baixa,Tecnico_4
9956,Suporte Técnico,Média Prioridade,Cancelado,Financeiro,Cliente B,2025-05-30,14:03,79,96,Sim,4,Alta,Tecnico_17
2339,Suporte Técnico,Alta Prioridade,Pendente,TI,Cliente E,2025-06-04,18:50,57,96,Sim,5,Média,Tecnico_18
4543,Atendimento ao Cliente,Média Prioridade,Pendente,RH,Cliente E,2025-05-04,13:21,53,48,Não,1,Alta,Tecnico_14
5087,Atendimento ao Cliente,Baixa Prioridade,Cancelado,Operações,Cliente B,2025-02-20,15:36,228,96,Não,3,Média,Tecnico_16
1225,Solicitação de Serviço,Média Prioridade,Resolvido,RH,Cliente A,2025-03-10,18:20,88,48,Não,2,Alta,Tecnico_16
1889,Suporte Técnico,Alta Prioridade,Pendente,TI,Cliente E,2024-12-11,13:24,21,48,Sim,3,Média,Tecnico_15
7765,Manutenção,Média Prioridade,Em Andamento,Comercial,Cliente C,2025-03-05,17:26,24,48,Sim,2,Média,Tecnico_6
6503,Suporte Técnico,Alta Prioridade,Pendente,RH,Cliente A,2025-04-10,9:21,161,24,Não,4,Alta,Tecnico_6
1277,Atendimento ao Cliente,Alta Prioridade,Resolvido,Financeiro,Cliente B,2025-04-21,12:22,55,24,Não,5,Alta,Tecnico_18
1236,Suporte Técnico,Alta Prioridade,Em Andamento,RH,Cliente D,2025-01-06,16:44,90,24,Não,2,Baixa,Tecnico_14
8905,Solicitação de Serviço,Baixa Prioridade,Resolvido,Operações,Cliente E,2025-04-26,14:19,38,96,Sim,3,Média,Tecnico_7
8750,Suporte Técnico,Baixa Prioridade,Resolvido,TI,Cliente D,2025-03-23,18:30,158,72,Não,3,Média,Tecnico_18
4089,Atendimento ao Cliente,Média Prioridade,Em Andamento,Financeiro,Cliente B,2025-01-14,8:54,171,72,Não,5,Média,Tecnico_16
9121,Atendimento ao Cliente,Alta Prioridade,Resolvido,RH,Cliente E,2025-02-17,10:34,15,72,Sim,4,Média,Tecnico_6
3582,Solicitação de Serviço,Baixa Prioridade,Em Andamento,Operações,Cliente B,2025-05-05,15:53,44,24,Não,3,Alta,Tecnico_14
3639,Solicitação de Serviço,Alta Prioridade,Pendente,Financeiro,Cliente D,2025-02-15,13:51,108,72,Não,5,Média,Tecnico_15
5933,Manutenção,Baixa Prioridade,Cancelado,RH,Cliente A,2025-05-09,9:09,227,48,Não,3,Alta,Tecnico_18
1977,Manutenção,Alta Prioridade,Resolvido,Financeiro,Cliente E,2025-02-03,9:05,56,96,Sim,3,Alta,Tecnico_18
3584,Atendimento ao Cliente,Média Prioridade,Resolvido,Operações,Cliente E,2025-01-24,8:43,19,96,Sim,3,Baixa,Tecnico_18
1939,Solicitação de Serviço,Média Prioridade,Resolvido,Operações,Cliente E,2025-02-04,16:38,96,72,Não,3,Alta,Tecnico_15
9818,Atendimento ao Cliente,Baixa Prioridade,Resolvido,Operações,Cliente B,2024-12-31,12:02,193,96,Não,1,Baixa,Tecnico_1
9369,Incidente Crítico,Média Prioridade,Cancelado,Operações,Cliente C,2025-05-15,8:11,182,72,Não,5,Baixa,Tecnico_11
1704,Suporte Técnico,Alta Prioridade,Cancelado,Operações,Cliente A,2025-02-24,17:36,69,24,Não,4,Média,Tecnico_9
6614,Suporte Técnico,Baixa Prioridade,Pendente,Financeiro,Cliente C,2025-03-15,9:58,126,24,Não,2,Média,Tecnico_17
9023,Atendimento ao Cliente,Baixa Prioridade,Pendente,Comercial,Cliente C,2025-03-30,13:12,141,48,Não,1,Baixa,Tecnico_13
9347,Incidente Crítico,Baixa Prioridade,Cancelado,Financeiro,Cliente A,2024-12-31,15:51,60,48,Não,4,Baixa,Tecnico_10
4582,Suporte Técnico,Alta Prioridade,Cancelado,TI,Cliente A,2025-04-10,10:23,75,48,Não,1,Média,Tecnico_11
7114,Solicitação de Serviço,Média Prioridade,Cancelado,RH,Cliente A,2025-03-29,8:49,222,96,Não,3,Média,Tecnico_12
6818,Incidente Crítico,Média Prioridade,Resolvido,Comercial,Cliente E,2025-01-09,12:28,64,48,Não,4,Alta,Tecnico_1
4881,Incidente Crítico,Baixa Prioridade,Pendente,TI,Cliente D,2025-05-28,15:46,122,72,Não,1,Baixa,Tecnico_1
7383,Incidente Crítico,Baixa Prioridade,Resolvido,TI,Cliente C,2025-02-02,16:55,143,96,Não,1,Baixa,Tecnico_10
9974,Solicitação de Serviço,Alta Prioridade,Resolvido,Operações,Cliente B,2025-04-01,9:06,103,96,Não,2,Baixa,Tecnico_1
8722,Manutenção,Alta Prioridade,Em Andamento,TI,Cliente B,2025-02-07,18:49,68,48,Não,3,Baixa,Tecnico_20
1545,Atendimento ao Cliente,Média Prioridade,Resolvido,RH,Cliente B,2025-04-18,10:12,95,48,Não,2,Baixa,Tecnico_1
7855,Solicitação de Serviço,Baixa Prioridade,Em Andamento,Operações,Cliente E,2025-03-20,9:22,53,24,Não,2,Alta,Tecnico_1
1896,Atendimento ao Cliente,Baixa Prioridade,Resolvido,TI,Cliente B,2025-02-18,18:38,7,24,Sim,3,Baixa,Tecnico_10
9293,Manutenção,Média Prioridade,Resolvido,Operações,Cliente E,2024-12-28,9:59,178,96,Não,5,Alta,Tecnico_4
7388,Suporte Técnico,Baixa Prioridade,Cancelado,Comercial,Cliente E,2025-05-13,10:44,47,72,Sim,5,Baixa,Tecnico_11
3424,Incidente Crítico,Média Prioridade,Pendente,Comercial,Cliente E,2025-04-02,9:20,196,96,Não,3,Média,Tecnico_9
4266,Manutenção,Média Prioridade,Cancelado,Comercial,Cliente C,2025-05-18,11:13,143,72,Não,4,Baixa,Tecnico_5
6010,Incidente Crítico,Média Prioridade,Pendente,Operações,Cliente B,2025-03-23,15:21,234,24,Não,5,Média,Tecnico_1
9998,Atendimento ao Cliente,Baixa Prioridade,Cancelado,RH,Cliente D,2025-02-14,12:51,22,24,Sim,2,Média,Tecnico_18
3114,Atendimento ao Cliente,Baixa Prioridade,Pendente,Operações,Cliente A,2025-05-22,14:38,172,48,Não,3,Alta,Tecnico_20
9255,Incidente Crítico,Média Prioridade,Resolvido,Operações,Cliente C,2025-02-06,15:19,66,96,Sim,5,Alta,Tecnico_15
5769,Solicitação de Serviço,Média Prioridade,Pendente,RH,Cliente E,2025-05-06,15:32,20,72,Sim,5,Alta,Tecnico_2
7456,Suporte Técnico,Alta Prioridade,Cancelado,RH,Cliente A,2025-02-19,17:45,110,24,Não,2,Alta,Tecnico_19
6125,Manutenção,Baixa Prioridade,Em Andamento,RH,Cliente E,2025-04-16,17:20,112,96,Não,1,Média,Tecnico_11
7037,Suporte Técnico,Alta Prioridade,Resolvido,RH,Cliente A,2025-02-13,8:19,157,96,Não,5,Média,Tecnico_9
4376,Manutenção,Alta Prioridade,Resolvido,Operações,Cliente D,2025-03-31,14:35,77,96,Sim,1,Baixa,Tecnico_9
5955,Solicitação de Serviço,Média Prioridade,Pendente,TI,Cliente E,2025-05-15,8:35,100,24,Não,3,Alta,Tecnico_15
4199,Solicitação de Serviço,Alta Prioridade,Resolvido,Operações,Cliente E,2025-03-04,10:39,45,24,Não,2,Alta,Tecnico_11
6322,Solicitação de Serviço,Alta Prioridade,Em Andamento,RH,Cliente B,2024-12-23,14:05,141,72,Não,2,Alta,Tecnico_14
1591,Suporte Técnico,Média Prioridade,Cancelado,Comercial,Cliente C,2025-01-27,14:32,154,96,Não,1,Média,Tecnico_9
1638,Manutenção,Média Prioridade,Pendente,Financeiro,Cliente B,2024-12-23,8:05,51,48,Não,4,Baixa,Tecnico_15
1870,Atendimento ao Cliente,Baixa Prioridade,Resolvido,TI,Cliente C,2025-04-11,15:20,194,48,Não,3,Baixa,Tecnico_19
1178,Atendimento ao Cliente,Alta Prioridade,Resolvido,Operações,Cliente C,2025-01-23,10:20,183,96,Não,5,Média,Tecnico_8
9330,Incidente Crítico,Média Prioridade,Em Andamento,Financeiro,Cliente D,2025-05-19,11:28,66,48,Não,4,Média,Tecnico_19
7545,Atendimento ao Cliente,Alta Prioridade,Cancelado,RH,Cliente C,2025-01-04,17:12,236,48,Não,2,Alta,Tecnico_5
8568,Manutenção,Alta Prioridade,Resolvido,Financeiro,Cliente D,2025-02-01,8:12,61,48,Não,5,Alta,Tecnico_18
9024,Incidente Crítico,Alta Prioridade,Cancelado,Financeiro,Cliente A,2025-03-03,9:29,62,96,Sim,2,Alta,Tecnico_7
8599,Incidente Crítico,Baixa Prioridade,Pendente,TI,Cliente E,2025-04-16,18:19,125,96,Não,2,Alta,Tecnico_1
9934,Incidente Crítico,Média Prioridade,Cancelado,Financeiro,Cliente D,2025-05-02,9:20,87,72,Não,2,Alta,Tecnico_18
6114,Suporte Técnico,Baixa Prioridade,Cancelado,Financeiro,Cliente A,2025-05-26,12:44,77,48,Não,5,Baixa,Tecnico_19
1191,Manutenção,Média Prioridade,Resolvido,RH,Cliente C,2024-12-17,13:19,196,24,Não,4,Baixa,Tecnico_7
1735,Atendimento ao Cliente,Baixa Prioridade,Em Andamento,TI,Cliente C,2025-02-07,16:08,95,96,Sim,2,Alta,Tecnico_20
9270,Suporte Técnico,Alta Prioridade,Resolvido,RH,Cliente B,2025-05-27,8:47,157,24,Não,2,Baixa,Tecnico_12
5466,Incidente Crítico,Baixa Prioridade,Cancelado,TI,Cliente A,2025-01-04,11:13,2,96,Sim,3,Baixa,Tecnico_3
1420,Manutenção,Média Prioridade,Em Andamento,Operações,Cliente A,2025-02-22,11:51,81,24,Não,1,Baixa,Tecnico_16
7082,Atendimento ao Cliente,Média Prioridade,Em Andamento,TI,Cliente A,2025-05-20,11:15,113,72,Não,2,Baixa,Tecnico_16
4003,Solicitação de Serviço,Alta Prioridade,Cancelado,TI,Cliente C,2024-12-12,17:28,214,96,Não,4,Média,Tecnico_1
9636,Solicitação de Serviço,Baixa Prioridade,Pendente,Operações,Cliente C,2025-03-22,10:53,180,48,Não,3,Média,Tecnico_11
3466,Manutenção,Alta Prioridade,Cancelado,TI,Cliente B,2025-05-13,8:55,47,96,Sim,5,Média,Tecnico_5
2918,Atendimento ao Cliente,Média Prioridade,Cancelado,TI,Cliente D,2025-04-26,8:26,216,48,Não,4,Baixa,Tecnico_6
3650,Solicitação de Serviço,Média Prioridade,Cancelado,Operações,Cliente C,2025-03-02,15:27,81,72,Não,2,Baixa,Tecnico_7
3996,Manutenção,Média Prioridade,Resolvido,RH,Cliente D,2025-04-03,17:45,7,96,Sim,3,Média,Tecnico_19
2397,Incidente Crítico,Alta Prioridade,Em Andamento,Financeiro,Cliente B,2025-05-03,12:27,7,96,Sim,2,Alta,Tecnico_3
4102,Suporte Técnico,Baixa Prioridade,Pendente,Operações,Cliente D,2025-03-07,12:59,217,96,Não,5,Alta,Tecnico_12
7783,Manutenção,Alta Prioridade,Resolvido,RH,Cliente C,2025-02-11,15:23,200,96,Não,1,Alta,Tecnico_12
8881,Suporte Técnico,Baixa Prioridade,Pendente,TI,Cliente D,2025-04-13,8:23,234,48,Não,2,Baixa,Tecnico_8
8532,Suporte Técnico,Alta Prioridade,Cancelado,RH,Cliente D,2025-01-18,18:16,179,96,Não,5,Alta,Tecnico_18
2726,Suporte Técnico,Baixa Prioridade,Resolvido,TI,Cliente B,2025-03-09,14:20,158,24,Não,2,Alta,Tecnico_17
9644,Solicitação de Serviço,Baixa Prioridade,Pendente,RH,Cliente A,2025-01-09,12:39,162,48,Não,5,Baixa,Tecnico_4
7062,Solicitação de Serviço,Baixa Prioridade,Resolvido,TI,Cliente D,2025-04-08,14:26,33,24,Não,4,Baixa,Tecnico_12
6302,Incidente Crítico,Alta Prioridade,Cancelado,TI,Cliente E,2025-06-03,8:16,62,24,Não,1,Alta,Tecnico_14
5589,Manutenção,Média Prioridade,Cancelado,RH,Cliente E,2025-05-13,13:22,211,48,Não,5,Alta,Tecnico_10
5399,Atendimento ao Cliente,Baixa Prioridade,Em Andamento,Financeiro,Cliente B,2024-12-23,18:41,104,72,Não,1,Média,Tecnico_20
4182,Atendimento ao Cliente,Alta Prioridade,Em Andamento,RH,Cliente B,2025-02-13,13:40,156,72,Não,5,Média,Tecnico_13
8188,Suporte Técnico,Média Prioridade,Em Andamento,Comercial,Cliente B,2025-04-21,9:50,3,24,Sim,3,Média,Tecnico_9
7839,Manutenção,Baixa Prioridade,Cancelado,Operações,Cliente C,2025-04-12,9:32,158,24,Não,4,Alta,Tecnico_9
7720,Suporte Técnico,Alta Prioridade,Resolvido,Operações,Cliente C,2025-01-19,13:57,207,24,Não,5,Baixa,Tecnico_8
5054,Solicitação de Serviço,Média Prioridade,Em Andamento,RH,Cliente D,2025-06-05,13:58,94,72,Não,4,Média,Tecnico_8
1222,Atendimento ao Cliente,Alta Prioridade,Cancelado,Financeiro,Cliente A,2025-02-07,10:48,191,48,Não,3,Média,Tecnico_7
8149,Suporte Técnico,Média Prioridade,Pendente,Operações,Cliente D,2025-01-10,14:34,238,96,Não,2,Alta,Tecnico_10
5165,Suporte Técnico,Baixa Prioridade,Resolvido,TI,Cliente A,2025-05-12,17:57,96,72,Não,1,Alta,Tecnico_12
9201,Incidente Crítico,Alta Prioridade,Resolvido,Operações,Cliente C,2025-02-14,14:09,32,96,Sim,5,Alta,Tecnico_12
6694,Solicitação de Serviço,Média Prioridade,Pendente,RH,Cliente C,2025-04-25,17:50,35,24,Não,5,Alta,Tecnico_6
2881,Suporte Técnico,Baixa Prioridade,Em Andamento,Financeiro,Cliente B,2025-05-15,18:59,93,48,Não,3,Média,Tecnico_6
2842,Suporte Técnico,Baixa Prioridade,Resolvido,TI,Cliente C,2025-01-30,16:30,113,72,Não,5,Média,Tecnico_5
1602,Incidente Crítico,Média Prioridade,Pendente,Financeiro,Cliente E,2025-01-20,18:13,70,24,Não,1,Média,Tecnico_4
5144,Solicitação de Serviço,Alta Prioridade,Pendente,TI,Cliente B,2025-02-10,13:48,138,48,Não,2,Média,Tecnico_3
3719,Solicitação de Serviço,Alta Prioridade,Em Andamento,Financeiro,Cliente E,2025-02-26,9:51,34,72,Sim,4,Baixa,Tecnico_4
1787,Solicitação de Serviço,Média Prioridade,Cancelado,Operações,Cliente C,2025-03-20,8:32,195,24,Não,3,Média,Tecnico_19
5061,Suporte Técnico,Alta Prioridade,Pendente,Comercial,Cliente B,2024-12-12,17:45,165,72,Não,5,Média,Tecnico_9
8957,Manutenção,Média Prioridade,Resolvido,Financeiro,Cliente C,2025-01-10,12:15,231,24,Não,5,Baixa,Tecnico_7
4118,Atendimento ao Cliente,Média Prioridade,Resolvido,TI,Cliente C,2025-04-17,14:46,202,96,Não,1,Baixa,Tecnico_5
7885,Incidente Crítico,Baixa Prioridade,Resolvido,TI,Cliente E,2025-06-04,13:27,211,96,Não,2,Média,Tecnico_2
5916,Suporte Técnico,Alta Prioridade,Pendente,Operações,Cliente D,2025-05-23,17:27,214,48,Não,2,Baixa,Tecnico_6
1601,Manutenção,Baixa Prioridade,Cancelado,Comercial,Cliente B,2025-03-16,11:59,113,96,Não,1,Média,Tecnico_8
9954,Atendimento ao Cliente,Alta Prioridade,Em Andamento,RH,Cliente E,2025-04-19,17:23,72,48,Não,3,Alta,Tecnico_9
9845,Solicitação de Serviço,Alta Prioridade,Resolvido,RH,Cliente C,2025-04-02,9:28,109,96,Não,2,Média,Tecnico_12
3312,Solicitação de Serviço,Média Prioridade,Em Andamento,Comercial,Cliente E,2025-02-01,15:00,50,24,Não,3,Alta,Tecnico_12
4799,Suporte Técnico,Alta Prioridade,Cancelado,TI,Cliente C,2025-01-12,14:28,217,96,Não,4,Alta,Tecnico_18
4598,Incidente Crítico,Baixa Prioridade,Cancelado,TI,Cliente B,2025-04-14,14:16,147,72,Não,4,Alta,Tecnico_1
6761,Manutenção,Alta Prioridade,Resolvido,Comercial,Cliente A,2025-01-04,11:46,60,48,Não,2,Baixa,Tecnico_9
